Work Order Number,Customer Number,Memo (Main),Name,Address,City,State,Zip,FixedTime,Weight,Total Weight NH,OrderDate,Quantity,Total Quantity,EqCode,Open1,Close1,Pattern1,Longitude,Latitude,OrderType,Filler,Shipment Date,Standing Appointment,Seq,County,Rt,Food Pallets, Pet Food Pallets,Chemical Pallets,Delivery Instructions,Total Case Cube,Static Appointment
969310,84319,- None -,"Manna of Life Ministries, Inc.",1101 Boston Rd.,Bronx,NY,10459,30,2953,2953,11/12/2025,,115, ,0830,1230,W,40.82742,-73.904759,Dry,Yes,11/12/2025,Yes,2,Bronx,5,1.18,0,0.14,The delivery entrance is on 166th street on the corner of Boston Road,83.67,Yes
969311,84177,- None -,"Manna of Life Ministries, Inc.",1101 Boston rd.,Bronx,NY,10459,30,2992,2992,11/12/2025,,118, ,0830,1230,W,40.82742,-73.904759,Dry,Yes,11/12/2025,Yes,2,Bronx,5,1.2,0,0.14,The delivery entrance is on 166th street on the corner of Boston Road,85.27,Yes
969314,80972,- None -,The Salvation Army Jamaica Citadel,90-23 161st Street,Jamaica,NY,11432,30,1579,1579,11/12/2025,,58, ,0830,1230,W,40.705201,-73.799256,Dry,No,11/12/2025,No,2,Queens,15,0.58,0,0,Someone is always in the building M-F 7am-10am. Please send deliveries even if no one has confirmed. Morning delivery preferred. between 7am-8am only!,36.77,No
969315,80972,- None -,The Salvation Army Jamaica Citadel,90-23 161st Street,Jamaica,NY,11432,30,745,745,11/12/2025,,49, ,0830,1230,W,40.705201,-73.799256,Cold,No,11/12/2025,No,2,Queens,15,0.5,0,0,Someone is always in the building M-F 7am-10am. Please send deliveries even if no one has confirmed. Morning delivery preferred. between 7am-8am only!,32.06,No
969316,80973,- None -,The Salvation Army Jamaica Citadel,90-23 161st Street,Jamaica,NY,11432,30,646,646,11/12/2025,,44, ,0830,1230,W,40.705201,-73.799256,Cold,No,11/12/2025,No,2,Queens,15,0.43,0,0,Someone is always in the building M-F 7am-10am. Please send deliveries even if no one has confirmed. Morning delivery preferred. between 7am-8am only!,27.81,No
970045,85027,- None -,Word of Life Christian Fellowship International FP,830 Union Ave,Bronx,NY,10455,30,11046,11046,11/12/2025,,3327, ,0830,1230,R,40.819638,-73.903144,Cold,No,11/13/2025,No,1,Bronx,30,39.5,0,0,- None -,2527.31,No
970049,82716,- None -,Resurrection and Life Pentecostal Church,870 East 163rd Street,Bronx,NY,10459,30,8510,8510,11/12/2025,,2078, ,0830,1230,R,40.821759,-73.899073,Cold,No,11/13/2025,No,1,Bronx,32,23.08,0,0,- None -,1476.95,No
970070,85494,- None -,Every Day is a Miracle - Harvest Hand Food Pantry,2626 East Tremont Avenue,Bronx,NY,10561,30,10024,10024,11/12/2025,,1001, ,0830,1230,R,40.842975,-73.846291,Cold,No,11/13/2025,No,1,Bronx,31,8.89,0,0,"Please, 8:30-3:00PM",568.72,No
970081,85264,- None -,Jamaica Queens Wesleyan Church,134-49 228th Street,Laurelton,NY,11413,30,905,905,11/12/2025,,905, ,0830,1230,R,40.675533,-73.742885,Dry,No,11/13/2025,No,1,Queens,33,10.61,0,0,"Pantry entrance is on 135th Avenue, at side of church",678.75,No
970083,85264,- None -,Jamaica Queens Wesleyan Church,134-49 228th Street,Laurelton,NY,11413,30,9134,9134,11/12/2025,,3765, ,0830,1230,R,40.675533,-73.742885,Cold,No,11/13/2025,No,1,Queens,33,39.1,0,0,"Pantry entrance is on 135th Avenue, at side of church",2501.91,No
970086,84103,- None -,International Pentecostal,9202-14 Church Avenue,Brooklyn,NY,11236,30,11528,11528,11/12/2025,,2518, ,0830,1230,R,40.653809,-73.91836,Cold,No,11/13/2025,No,1,Brooklyn,34,38.67,0,0,Wear a mask; wait until we confirm items before leaving; call if running late.,2474.7,No
970098,85081,- None -,Family Worship Center Church of God of Prophecy,3031 Cross Bronx Expressway Ext,Bronx,NY,10465,30,7964,7964,11/12/2025,,306, ,0830,1230,R,40.822698,-73.819027,Cold,No,11/13/2025,No,1,Bronx,35,6.58,0,0,SUMMER HOURS DELIVERY MUST ARRIVE BEFORE 12PM FRIDAYS!!!,420.92,No
970110,83956,- None -,The Campaign Against Hunger,975 Shepherd Ave,Brooklyn,NY,11208,30,12084,12084,11/12/2025,,1636, ,0830,1230,R,40.660966,-73.874089,Cold,No,11/13/2025,No,1,Brooklyn,99,11.23,0,0,Please ring the door bell if the gate is down.,719.17,No
970112,85534,- None -,One Community NYC Inc,Brooklyn Navy Yard - Clinton Ave and Flushing Ave,Brooklyn,NY,11205,30,6700,6700,11/12/2025,,256, ,0830,1230,R,40.703949,-73.9748,Cold,No,11/13/2025,No,2,Brooklyn,99,5.62,0,0,We are in Bldg 3 in the Brooklyn Navy Yard. Enter Yard and ask for Bldg 3 at security booth.,359.86,No
970114,85579,- None -,"MUNA Social Service, Inc.",80-50 Pitkin Ave,Ozone Park,NY,11417,30,10864,10864,11/12/2025,,416, ,0830,1230,R,40.675864,-73.855033,Cold,No,11/13/2025,No,3,Brooklyn,99,8.95,0,0,Fridays 8:30am- 12:30pm,572.77,No
Overall Total,,,,,,,,,"335,719.0","335,719.0",,,,,,,,,,,,,,,,,341.14,0.52,3.12,,"22,041.24",
